feature_1,feature_2,label,subset
-1.667623614390939,1.4598407356002274,1,TRAIN
-1.6642451925592405,-1.910712449611773,0,TRAIN
-0.8148445714021639,-1.0717307908157894,0,TRAIN
-2.491739331366856,-1.0423433004157858,0,TRAIN
0.7307502676846412,0.9175823011206719,3,TRAIN
-1.275200235947204,-1.8281688948497223,0,TRAIN
-1.2256994775504089,-2.3387973939326328,0,TRAIN
-0.6498220994905769,-2.457740445940246,0,TRAIN
3.0077278919040653,0.885901224941084,3,TRAIN
-1.8771227572002425,2.410850278430089,1,TRAIN
-1.8732575026989504,1.5953504830878293,1,VALID
-2.675426250565327,-0.7988364993878119,0,TRAIN
-0.6317982252503926,-2.2500035433822196,0,TRAIN
1.1464133466914883,-1.7226321396092694,2,TEST
-1.4261748710708613,-1.0938957807836744,0,TRAIN
-2.6736228673688873,-1.43926274355658,0,TRAIN
-2.547555932268957,-2.077391912174,0,TEST
2.153863464256723,2.1659859658379057,3,TRAIN
-4.371699948345802,-1.07549019682217,0,TRAIN
1.6453020765320923,1.5565440750767152,3,TRAIN
2.204795088134503,2.3569449763573984,3,TRAIN
-1.7941929039253404,-1.7182420596044718,0,TRAIN
0.5486398647591,-2.6492330542745997,0,TRAIN
1.3526051241309474,1.4736482054439095,3,VALID
-1.9776994252505964,-0.8121425952572018,0,TRAIN
0.15092555115357764,-4.107104051184584,2,TRAIN
-0.5717600363897059,-1.6148855144968102,0,TRAIN
0.9134035129945665,-2.580466763060042,2,TRAIN
-2.5766728216155936,-1.9573559321323688,0,TRAIN
-1.190822155530233,-1.1711287112270958,0,TRAIN
-0.8553807348855221,-1.5305277932290389,3,TRAIN
-1.8912546362397495,-1.3814877318447372,0,TRAIN
1.7666288458952675,2.4081920429843158,3,TRAIN
-0.13654956513504835,-1.8556840593019293,0,TRAIN
0.28921632531074337,2.160218108325605,3,TRAIN
-1.8291825070775873,0.23030959888881797,1,TRAIN
-1.7561602628089235,0.19990200848585005,1,TRAIN
1.0372963292372848,-2.9248310507178714,2,TRAIN
1.6182028628582084,-1.1509956262266092,2,TEST
-0.8339822601264354,-1.9092420557180863,0,TRAIN
-3.1679416346448352,-1.5855985783266426,0,TRAIN
-1.0875751198338663,-1.7936504690268484,0,TRAIN
-3.058659335025161,-1.0248519662425213,0,TRAIN
-1.943395942842355,-1.2076293414275305,0,TRAIN
1.2549579917364253,1.6537045438685598,3,TRAIN
-1.564539140963582,0.7589806248898945,1,TRAIN
-2.033615872863683,-1.7345884004001535,0,TRAIN
1.5285847649921909,1.092551424721218,3,TEST
-3.055034491214713,-1.2020802962950892,0,TEST
-1.7131356199602255,-1.1750165787690405,0,VALID
-2.349240535414238,-0.5319864894867258,0,TRAIN
-2.9046661425345546,-1.3496237671020501,0,TRAIN
-1.6514478554260252,-1.3027214540954704,0,TRAIN
-0.9326343725343761,-1.2827445781806184,0,TRAIN
0.27449931422176177,-2.1138562619113195,0,TEST
-1.4244490731633208,-1.2894079643472085,0,TRAIN
-1.0027008830235948,-1.3305561315138916,0,TRAIN
-1.8955204616310122,-0.977901386222136,0,TRAIN
-1.3196087976844555,1.714519862175012,1,TRAIN
0.019140027885325983,1.4709456656684559,3,TRAIN
-2.346354180102816,-1.7027672531842928,0,VALID
-2.2870285811876787,-1.004195586779895,0,TRAIN
-0.8968296861055715,-1.5769187120887527,0,VALID
-2.6526416657967253,-0.682594801146643,0,TRAIN
-1.3836511377312033,-1.315417670479794,0,TRAIN
-2.5295720713507,-1.3543695232547446,0,TRAIN
-2.7916838725009985,-1.5624381792893893,0,TRAIN
-2.5847939776806355,-0.8233260193295152,0,TRAIN
-0.7892687948920445,-1.4705454879075832,0,VALID
-2.497261321130379,-1.0031015997026336,0,TRAIN
-2.0615513774103613,-0.9544613591498254,0,VALID
-3.640559399111207,-0.5114307022532035,0,TRAIN
1.968164768141804,-0.8264494539296595,2,TRAIN
2.6776022490386757,1.2871834418015844,3,VALID
2.550921723243377,0.3680836377980192,2,TRAIN
-3.960262241592686,-0.8189842583642487,0,TRAIN
1.2302775214726236,0.8870394814234936,3,TRAIN
-1.4652002383176768,-1.1665812269532214,0,TEST
-1.8300019952369628,-1.898301494168879,0,TRAIN
-1.2894271958835493,-1.9522126283831716,0,TRAIN
-1.2350709335676242,2.191650931213772,1,VALID
-0.9672623758302542,-1.7446358453733462,0,TRAIN
-2.5111213868601743,-1.2777115864922726,0,TRAIN
-1.3314824200353934,-2.0598250758501155,0,TRAIN
-1.4087108141138964,1.6296040188501484,1,TRAIN
-0.4952272697960405,-1.7317741551592387,0,TRAIN
-2.018800818226215,-1.3981481920288856,0,TRAIN
-1.2008831551032761,-1.4442407933678119,0,TRAIN
-1.5565502622993153,-0.9306522718680865,0,TRAIN
-1.5545064388338656,-2.569564950807922,0,TRAIN
1.5285340767775049,0.6779005784704232,3,TRAIN
1.2017492724391923,2.3835496104966882,3,TRAIN
-0.8945625946711571,-2.484653018552785,0,TRAIN
-1.1891634665653856,2.9062205737513995,1,TRAIN
-1.8302339379987789,1.4986169573673895,1,TRAIN
2.1587738618507544,0.7179050851963961,3,TRAIN
-1.4481070173965598,-2.075704059612658,0,TEST
-1.1912725642858077,-2.2948817598664872,0,TRAIN
-2.369024006374369,-1.9659285154591495,0,TRAIN
-2.2718357696420446,-0.8862912373962866,0,TRAIN
-1.8988979208747852,-0.5428079701322998,0,TRAIN
-3.009439489606526,-0.9516172134522368,0,VALID
1.9099212142682744,-0.009797866411082268,2,TRAIN
-1.966315032882993,-1.6868825559620098,0,TRAIN
1.6324802715816937,1.0936056591104097,3,VALID
0.15431490084829913,-0.928085923131071,0,TRAIN
-1.4274782118808416,-0.9724930640047396,0,TRAIN
-0.032861836792352106,0.6128344234398717,3,TEST
1.171119443258298,-3.9891822484070074,0,TEST
-2.354285192267912,-0.3253366120607104,0,TRAIN
-1.561760901372223,-1.808031386368364,0,TRAIN
-0.28702406605771635,-1.4637539777673092,0,TRAIN
-2.743048596960798,-1.5625470147896217,0,TRAIN
-1.6410921921912105,0.7586473231806916,1,TRAIN
-3.027254532352437,-0.37667852863489615,0,TRAIN
-1.187416153684004,-1.8306178989631288,0,TRAIN
-1.884650216125237,-1.328988620496568,0,VALID
0.9442605909069202,-2.021437677697724,2,TRAIN
-2.243704494472025,-1.3750617428756322,1,VALID
-0.261047815774611,-2.7233347151102074,0,TRAIN
-0.6921898052062746,-1.452674614852858,0,TRAIN
-2.321135933587147,-1.2808342783968758,0,TRAIN
-2.1825093907612674,-1.531053611173582,0,TRAIN
-1.4922392431634697,-1.0948823750871226,0,TRAIN
-2.1647476358154405,-0.8370505206831131,1,TRAIN
0.8262868021739386,1.843230059651237,3,TRAIN
-1.183361655644793,-1.5697881399538511,0,TRAIN
1.1213037501580272,0.7951359017703067,3,TRAIN
0.8272665894760286,1.8341853930372978,3,TEST
-2.2432374944814715,-0.9402501976263188,0,TRAIN
-1.4871814790445959,-0.8692819479376431,0,TRAIN
-1.1295268089444805,-2.4829588294953484,0,TRAIN
-2.353585641489323,-0.843371606107989,0,TRAIN
-0.06851442847855327,-1.8222493970833493,0,TEST
1.1839127018120297,-2.476648533054079,2,TRAIN
-2.7710839010959414,-0.5681612506211807,0,TEST
-1.919271155433534,-1.827785114676328,0,TRAIN
0.14745315053406483,-1.5287608012706655,0,TRAIN
2.9733329209389963,2.289429523833499,3,TRAIN
-0.4348914244204021,-1.9804144048616172,0,TRAIN
-3.755785082071857,0.1435010232417533,0,TRAIN
-0.7807686615371282,-2.3034907667680775,0,TRAIN
0.5120543923310434,1.9265209922071527,3,TEST
1.453393127014706,2.903276023823299,3,VALID
-2.0296702104244675,-1.9666763879198041,0,TRAIN
-1.6710129666275655,-1.9164111735400038,0,TRAIN
-2.01289221796668,-1.0563105299229503,0,VALID
2.285892747807521,1.8322718406702374,3,TRAIN
2.1114155095859077,-0.6167547986863068,2,TEST
2.098999788330979,-0.5280021447170572,2,VALID
-0.6899128984289207,-0.20291731256838963,3,TRAIN
-1.4275545536303713,-1.3964330001494514,0,TEST
-0.8965952557534955,-1.7386782431807006,0,TRAIN
2.686935565169933,1.5223428678448772,3,VALID
-2.420889762723302,-1.6275474880753527,0,TRAIN
-1.4649374965160307,-1.1159848463970305,0,TRAIN
-1.2232738574441009,1.7538144742278154,1,TRAIN
1.5058109540846272,0.8140147053367098,3,TRAIN
-2.451449356211845,-1.175254623791979,0,TEST
-3.0227500916520578,-1.493769619231538,0,TRAIN
-2.812276575103561,-0.960471163198136,0,TRAIN
-2.4051852615311535,-1.4592641328256062,0,TEST
-1.2979374465548303,-1.769451875321427,0,TRAIN
-2.353253699782996,-1.20346923788618,0,TRAIN
-2.218205220375216,-1.5831636560964966,0,TRAIN
-1.6341880278218484,-1.0356242414810042,0,VALID
-1.7755785174380776,1.9398081874825521,1,TRAIN
-0.6748139028169777,-2.40060709737001,0,TRAIN
-2.2461162418786254,-0.5786527671566387,0,TRAIN
-3.741762931984711,-1.158351776938745,0,VALID
-1.0971861092685615,-1.0109670516562481,0,TRAIN
-2.4495686918362094,-1.3523738884223309,0,TRAIN
-2.0376130119248517,-1.0716334644853003,0,TRAIN
1.1911211856496107,-2.96386755363108,2,TRAIN
-2.210025104579191,-0.6443293135181385,0,TRAIN
1.413013087581983,1.2340057870736065,3,TRAIN
-0.4300272110289731,-1.6784790105648102,0,TEST
-1.0515675452704656,-2.024774219887905,0,TRAIN
-1.877208583205159,1.7204744602884272,1,TRAIN
-2.557778238093894,-1.4444054303181204,0,TRAIN
-1.161903916349885,-2.5311835462267567,0,TEST
-0.41397941110911773,-1.9357287287883367,0,TRAIN
-0.8571514430618379,-0.7020740197840263,0,TRAIN
-0.3780389842497984,-2.639460171873067,0,TRAIN
-1.1774169753117647,-1.8647428093383824,0,TRAIN
-1.3624674617935149,-1.8442802397708864,0,TEST
-1.621712013476033,-1.6723321675382012,0,VALID
-1.7185054229107608,0.836250038435392,1,TRAIN
-1.2901147302967186,-1.2618477092080271,0,TRAIN
-1.0753608171739912,-1.8525238132419808,0,TRAIN
-2.735614096873939,-1.7808517742028929,0,TRAIN
2.4833074617254933,1.1107732722184305,3,TRAIN
1.2077455692779147,-3.106476334655575,0,VALID
2.0014790562582805,-1.237829335023478,2,VALID
-0.5562544771539562,-2.1384945743201373,0,TRAIN
1.4400233649357628,-1.5637502087685637,2,TRAIN
-0.4953151302707788,-1.6907411768519944,0,TRAIN
-1.5989720413948074,-0.49545872377225053,0,TEST
-1.917933586090362,-0.7340940656270248,0,TRAIN
1.5564301105785463,1.3470942537413109,3,VALID
0.9930465800712606,1.4398670421588389,3,TRAIN
-1.2769578562669917,-1.7894623205539024,0,TRAIN
-0.6385726483916792,-1.8883404491313058,0,TRAIN
-1.0711205141427107,-1.5941415621891846,0,TRAIN
-2.169707532553312,-0.5150161971798916,0,TRAIN
-0.7537411051495647,-1.3811230759008304,0,TRAIN
-0.21943916180053846,-2.276569685910912,0,TRAIN
0.08140889022038977,-1.6996464659567696,0,TRAIN
0.32794971751311497,-1.5218298164226158,0,TRAIN
-1.5608456491854297,-1.5906525827609963,0,TRAIN
-2.0156493466230474,0.6043934817013963,1,VALID
-2.0112644083954625,-0.7176891640220598,0,TRAIN
2.3418195746032398,0.4242834716162769,3,TRAIN
-0.41280448349177656,-2.6736154985887675,0,TRAIN
-1.670019836336314,1.7983925977676898,1,TRAIN
-1.2642099660663022,-1.0764318613936175,0,TRAIN
-0.2370459914685401,-1.8910677602434518,0,TRAIN
-0.5030394249285103,-1.8472717668977046,0,TRAIN
-4.182165037036278,-1.0251970101165695,0,TRAIN
-1.252873391029966,-1.7526805865400554,0,TRAIN
-2.135194987696229,-1.5017380218123653,1,TRAIN
1.4378040062038482,0.5171303224707697,3,TRAIN
-2.943724923273881,-0.8881440179621126,0,TRAIN
-0.5570358351104523,-1.7244956371494156,0,TRAIN
-1.4072655739846536,-1.9924644547569794,0,TRAIN
1.1527719420422198,-2.5814466069078534,2,TRAIN
-1.2922646782034442,-1.8974584319224543,0,TRAIN
-2.5846191380984456,-0.9710799125777081,0,TRAIN
2.922052288847052,0.6160884959494524,3,TRAIN
-2.4424953502339055,-1.5055863718051552,0,TRAIN
0.009125441840128534,-2.8447514340590176,0,TRAIN
-0.9797005405537139,1.5295794959077755,1,TRAIN
-2.5278915152457886,-1.3141211800027603,0,TRAIN
-3.007310840001405,-0.39930473766837626,0,TRAIN
0.17047050582577827,-2.0048722074054215,0,TRAIN
-2.3431536456994086,-1.5442241990174876,0,TEST
1.9441197102233463,2.7037492370162797,3,TRAIN
-0.03172216104511927,-2.838658631396946,0,VALID
0.8679598755925237,1.507523262353876,3,TRAIN
0.33640988426908014,0.8152562169326975,3,TEST
-1.8239806678088342,-2.304536465709492,0,TRAIN
-2.2913938523925146,-2.278211874683762,0,TRAIN
-0.053765432742817865,-2.4014886854951167,0,TRAIN
-1.4309834849899372,-1.0598227194084122,0,TRAIN
-1.4465900586417761,-1.7226477099038369,0,TRAIN
-1.4941848694939621,-1.4413147107619086,0,TRAIN
-0.3117726470842499,-2.2816279263620602,0,TEST
-2.1235543110779913,-1.3441952039462048,0,TRAIN
-1.704123854380746,1.3664698077772905,1,TRAIN
-0.8012866717763133,-2.501134185367379,0,TRAIN
0.4548196213980271,0.5986589283745599,3,TRAIN
-1.965147223320515,1.000841970525419,1,TEST
-1.6318804465808705,-1.8449445208160098,0,TRAIN
0.4845225862314295,-3.6136305458854876,2,TRAIN
-1.9249894787814323,-1.2792508535824478,0,TRAIN
2.315312344480609,0.507863692866251,2,TEST
0.141787463151269,-2.060420573366732,0,VALID
0.608508003725416,-2.225706723250786,0,TRAIN
-0.9869934321736905,-1.5076588394896022,0,TRAIN
-0.7066495365714387,3.445645009626281,1,TRAIN
-3.758393258423766,-0.3449209696245197,0,TRAIN
-1.7740806625095973,-1.4775527121266236,0,VALID
-2.2155791317750286,-1.071896512888097,0,TEST
-0.5940973587289179,-2.448990779113904,0,TRAIN
-2.926672849240493,-1.011217654036081,0,TRAIN
-2.870974819894175,-1.0707679886340675,0,TRAIN
2.3773940685913852,-0.2354672210351052,2,VALID
1.3902591651005511,2.1121399743967224,3,TRAIN
-1.2755873066301975,1.9671604950392378,1,TRAIN
0.16551965139024194,-1.6870209455361709,0,TRAIN
-0.42656594506669965,-2.1024665089984715,0,TRAIN
-0.6590516151196938,-2.097976556997713,0,TEST
-0.3671229972275678,-1.4136338499318954,0,TRAIN
0.3728372055584839,0.502321298978223,3,TEST
-2.9329005975689126,-0.8492577331468639,0,TRAIN
-2.0514124916117273,-1.3060751589802195,0,TRAIN
-1.645326899309518,1.329741167920401,1,TRAIN
-1.7836424152261101,-0.9912011819756708,1,TEST
1.6233115932259456,-1.227188894418809,2,TRAIN
0.5454833165933658,1.574085208747612,3,TRAIN
1.9419586049329036,1.1453363091944175,3,TRAIN
-0.9879118427300306,-1.970259152889276,0,TRAIN
0.29806624587241193,-1.5809436849383158,0,TRAIN
-1.4844828744731915,-1.8084066728030146,0,TRAIN
-0.49855864561342944,-1.3716533326212927,0,TRAIN
1.8974663261080693,1.4747690285260566,3,TRAIN
-1.298685514227429,2.398437129326475,1,TRAIN
0.5283659782492188,-3.3361289129649894,2,TRAIN
-1.7605859667787942,-0.9578112155762284,0,TRAIN
0.32865278157524713,0.8673149495505994,3,TRAIN
0.4571478289672253,-2.4376281715544126,2,TRAIN
2.0944282015938516,-0.45335940602475167,2,VALID
-1.7425188774255482,-0.6835014837485608,0,TRAIN
-1.1487582775615846,-1.2995510812794184,0,TRAIN
-0.25484870430697404,-1.86836257295539,0,VALID
-1.7310293354750705,-1.800258378333208,0,TEST
-2.17579278947733,-1.0172889470843798,0,TRAIN
-1.3147519233748892,2.4545802707859,1,TRAIN
0.4443742422912773,0.5639079330084861,3,TRAIN
-2.1454353159834025,-1.214699508109327,0,TRAIN
-1.5337893441740111,-2.260378496912654,0,TRAIN
-0.8514818896509816,-1.898789557484279,0,TRAIN
-0.7192015844629583,2.042337814164009,1,TRAIN
-1.4733589898156079,-1.5212389396399804,0,TRAIN
-2.412833455655735,-1.9234743091488837,0,TRAIN
0.2499946929239294,-1.94064262486718,0,TEST
0.4214407316042663,-2.6038050696943067,0,TRAIN
0.14600432576347777,-2.5380345668586353,0,TRAIN
-1.8399913029217048,-0.98976891895391,0,TEST
-1.1104073158866978,1.5923984985423363,1,TRAIN
-0.5460163288382917,-1.811672789200422,0,TEST
0.48411582236602313,-2.2955749252825774,0,TRAIN
-1.450213624257156,0.3422346520433981,1,TRAIN
1.7308966232188945,1.233707396743274,3,TRAIN
-2.2224264680644197,-0.7544205174752271,0,TRAIN
-1.4250005805784696,-2.0092218914475897,0,TRAIN
-0.4363675738824455,-1.6788844240989453,0,TRAIN
-0.39106962871269,-1.6772251165731036,0,TRAIN
-0.5276264015251166,-2.133981823949562,0,TRAIN
-0.9653886967115273,-1.1804390483794678,0,VALID
1.4360535838392725,1.2955106446398357,3,VALID
-3.7718256679369375,-1.0528753828452078,0,TRAIN
-3.1375147423658425,-0.463790176759981,0,TRAIN
-0.9930181183901963,0.9237694257282484,1,TEST
-1.962859642834369,-2.019349039875185,0,TRAIN
-1.4198555280246108,-2.3688354555231097,0,TRAIN
-2.2187474598034953,-1.7414210806526396,0,TRAIN
1.7991949767955235,-1.3307193108635793,2,TRAIN
-1.5538895273694036,-0.6295556481175387,0,VALID
-0.37661419302784904,-2.7406998094954362,0,TRAIN
-1.0767727582636601,-1.5941048493050276,0,TRAIN
-2.3155943429448778,-1.305884404822353,0,TRAIN
1.4214240969526937,2.4619459421452063,3,TRAIN
-3.448423534601061,-1.313118539283205,0,TRAIN
-2.6195842489274552,-1.0394870001485506,0,TRAIN
0.9072872903231942,-2.1222625044070873,2,TEST
-1.1720052133523087,-0.8474637497443218,0,TEST
1.7551454446872763,2.184724149909557,3,TRAIN
-1.3012376956684721,-0.9362837227929007,0,TRAIN
-1.1968451912807492,-1.6473727471514037,0,TRAIN
-3.172649354921309,-0.3482532960828768,0,TRAIN
-1.362405706793194,-0.39371817772732376,0,TRAIN
-0.9175903849972523,-1.8621764574190638,0,TEST
-1.4772431831348303,-1.760382743528258,0,TEST
-2.3826388608899944,-0.7191999497426941,0,VALID
-2.376279445218589,-0.7687791048376486,0,TRAIN
-1.243805338422982,-1.399424641128835,0,TRAIN
-2.2466144165493502,-1.3409146773846954,2,TRAIN
1.3798195762928276,-2.6182092662954783,0,TRAIN
-1.3003868738497835,-1.4249352882876378,0,TRAIN
1.4430889579990205,1.7775613349853048,3,VALID
-1.2651392836169226,3.0538139817697543,1,TRAIN
-1.8720234569755636,-1.687115660453324,0,TRAIN
0.3963052276323864,1.0335139507943278,3,TEST
-1.3297605528581544,-2.016909822788076,0,TRAIN
-1.4741018036114022,-1.4405722105878347,0,VALID
-0.6140641832981123,-1.4346942003932472,0,TRAIN
-1.4598727624423018,-0.9769428935090779,0,TEST
-0.08971955982862156,-2.299289000679663,0,TRAIN
-2.2360462838957105,-1.0195546131897029,0,TRAIN
1.9268515103895565,-0.717200528785671,2,TRAIN
-0.09140388537361033,-1.75550029935778,0,TRAIN
1.732928402007616,0.004102774379833862,3,TRAIN
0.6509818219470085,1.2970040698742307,3,TEST
-1.2638119097496014,-1.4323548330783167,0,TRAIN
-1.9852314715201342,0.14793407821321503,0,TRAIN
-2.6080797765750185,-1.7196014075325616,0,VALID
-3.728793415182224,-0.24478701054190055,0,TRAIN
0.6955119331011557,-1.7384483129470112,0,TRAIN
-1.3674505295269204,-1.4953004990302237,0,TRAIN
-1.8911391428814741,-1.1325019540413082,0,TEST
-0.7233979421761233,-1.844656026712023,0,TRAIN
-0.7589889604030574,-2.265009197497084,0,TRAIN
-2.977508271856374,-1.1962669472698562,0,TRAIN
-1.4316898678831156,-0.9547130688617997,0,TEST
-4.144993619617379,-0.6286951042711251,0,TRAIN
-1.7270834358635205,-1.491207108228241,0,TRAIN
-2.152107465466733,-0.6320641441820715,0,TRAIN
2.0962330317807965,0.9241827676566079,3,TRAIN
-2.2895491893242967,-1.0204984417624186,0,TRAIN
-0.06472350573047159,-3.1155828044538953,0,TRAIN
-1.0139777049952632,-1.6345347652897464,0,TRAIN
-1.3209517915067712,0.9156786892067952,1,TRAIN
2.160353189589185,2.8643368828014735,3,TRAIN
2.6407155579634596,2.6764907198756314,3,TRAIN
-1.9643333479152085,-1.828770654092271,0,TRAIN
-1.436849643880309,-1.6644735922996636,0,TRAIN
-0.7918214808041331,-1.7210572504735069,0,VALID
-2.8566361027112372,-1.971852683086385,0,TRAIN
-0.800646181617455,-1.6254668996049597,0,TRAIN
0.6114048749465733,-2.340601165458945,0,TRAIN
-0.3673086579893612,-1.6025980931404198,0,TRAIN
-2.32491548787527,-0.5931920886083066,0,TRAIN
0.2673765581296672,-1.5965906897740016,0,TRAIN
-2.8709335665718347,-1.6204728112869056,0,VALID
-1.7372288131255602,-1.779545331006418,0,TEST
-2.072245996644172,-1.780541576116284,0,TRAIN
-2.335821405585955,-1.8739850504497522,0,TRAIN
0.6008729901970917,-2.418312614138367,0,TRAIN
-0.2754248076839694,-1.4171654795947224,0,TEST
3.133798007224599,1.388604904183327,3,TRAIN
0.6744544278208697,-1.8670259467718748,0,TRAIN
1.4979094457893276,-0.8938852776322301,2,TRAIN
-0.972962902809855,-2.112048231354577,0,TRAIN
-1.590843494892881,-0.7841960955473963,0,TRAIN
0.8205484224875721,2.0177809365615484,3,TRAIN
-1.6203616583290268,-1.5548066459105359,0,TRAIN
1.2773584515333696,-1.7726801070349358,2,TRAIN
1.1289403546698433,2.2508168351909417,3,TRAIN
-1.3390197423803867,0.9688973300537299,1,VALID
-2.1033936558185933,-1.9739160345345967,0,TRAIN
1.2880923004781084,-1.139047911349328,2,TRAIN
-0.1839888060950845,-1.32373549947579,0,TRAIN
1.3120192943761866,1.3082628579936872,3,TEST
1.4937776296492813,-2.268908921345182,2,TRAIN
1.8837798665333934,-0.5920297260399526,2,TRAIN
3.1486943607729305,2.0699329698148157,3,TRAIN
-0.4151283244081567,-2.4668738568845248,0,TRAIN
-1.0967545412004178,-1.0280091932110427,0,TRAIN
-0.20493934173814088,-1.8369242290176635,0,TRAIN
-1.825272959617665,-1.6684292786656418,0,TRAIN
-1.4650738412432023,-2.4830102114557393,0,TEST
-0.3276664461255425,-2.110234824968569,0,TRAIN
-1.6296728983513007,-2.0193139194408007,0,TRAIN
-0.9593934626580413,-1.64564602706391,0,TRAIN
1.0749500309660527,1.5158286810377488,3,TRAIN
0.41973488577142937,-2.0943306013753875,0,TRAIN
-1.2520182024041477,-1.4118928819728882,0,TRAIN
-2.829922389645904,-0.5934381049705991,0,TRAIN
-0.3552981517165201,-2.506312171326834,0,TRAIN
-0.4668449701756816,-1.9189123675683435,0,TRAIN
1.9233376134600007,1.1381152480764303,3,TRAIN
-1.4236040021594256,-1.5023315550191045,0,TRAIN
-3.1552496284530482,-1.2907953348979713,0,TRAIN
0.6238900612687484,1.9711440514270935,3,TRAIN
-1.9319178506002532,-2.1931386236351207,0,TRAIN
-1.2800971489223654,-2.009977623236236,0,VALID
1.1872187098290152,2.2634924715383336,3,TRAIN
-1.8098214394713192,-2.207979754095662,0,TRAIN
-2.024830999798152,-1.211062215850583,0,TRAIN
1.2765071903313077,-1.7277355688207834,2,TRAIN
-1.997257518223024,-1.437183115074927,0,TRAIN
0.9609281766137984,-0.09877255735725643,3,TEST
-0.614792896414094,-1.0209719845420837,0,TRAIN
-2.1453182685758074,-1.2124038578427627,0,TRAIN
-0.08585968500359376,-2.0039092617228813,0,TRAIN
-0.30512455403961236,-1.705933805977782,0,TRAIN
-1.6673448972178397,2.9278035338510957,1,TRAIN
2.9324642047510183,1.2596751756166251,3,VALID
-0.11170823885640502,-1.3936424779452379,0,TRAIN
-1.254556907854445,1.2824653568712827,2,TRAIN
-2.729202541968511,-1.4301196045000248,0,TEST
-2.5793718122051605,-2.06265807320655,0,TRAIN
1.4739289890554885,-2.214772556268116,2,TRAIN
-1.8375931945500772,2.29596132959937,1,TRAIN
-1.7409641816387071,-1.0908663820687166,0,TEST
-0.8286429532410838,1.3165361865853364,1,TEST
-2.798100313964665,-0.6613872770471484,0,TEST
-1.2859518727689512,2.3504966327038073,1,TRAIN
-2.803815055955674,-0.8631594830535745,0,TRAIN
-1.2071049446720026,2.7263925541275205,1,VALID
0.47085189624105395,-2.3714633612796305,0,TRAIN
0.31405804161278916,-1.9953945801998487,0,TRAIN
-0.7901100787712984,-1.9269439641984567,0,VALID
-0.9583794609748465,-1.627571696865822,0,TRAIN
-0.5763449586862976,1.067388371914504,3,TEST
-1.1883566255922915,-2.0976936233095724,0,TRAIN
1.7227374946443725,1.35315821736401,3,TEST
1.6462970142115874,1.7079745153045076,3,TRAIN
-0.46984919384471224,-1.7147831365665944,0,TRAIN
-1.2974983481429199,-1.4240451252682684,0,TRAIN
-2.524392274387538,-0.8811522560293863,0,TRAIN
-2.3046759854287275,-1.692872701268304,0,TRAIN
2.602968956589914,1.5686547425667463,3,TRAIN
-0.695756881817915,-1.661696505722271,0,VALID
-1.3234770960334794,-1.119991917913075,0,TRAIN
-0.1536793180294751,-3.0517747645564395,0,TRAIN
-1.6771528979118033,-0.7515834399716159,0,TRAIN
-1.4493760862039946,-1.1664707705437634,0,TRAIN
-1.106636067846933,-1.5660386343858015,0,TRAIN
0.6565218248586987,0.8463348549451777,3,TEST
