feature_1,feature_2,label,subset,tag
-2.1120759430138416,1.2636020787469495,0,TRAIN,true_zero
-0.6802564513699173,4.049718948065491,0,TRAIN,true_zero
-1.387791852327621,0.6910497466275345,0,TRAIN,true_zero
1.3223537495919493,-1.7399436461884394,0,TRAIN,label_noise
-9.861565294375275,-3.111729709709091,0,TRAIN,true_zero
-1.7605097965290335,-1.8384125686831276,1,TRAIN,true_one
-3.948816486986958,-1.0749901473922798,0,TRAIN,true_zero
-8.424724361973015,0.3006299564225824,1,TRAIN,true_one
-1.5459067546215373,1.0189329126077433,0,TRAIN,true_zero
-1.6978675829465986,-1.6883925588124375,0,TRAIN,true_zero
-1.2029358008907376,1.9248780287304768,0,TRAIN,true_zero
-2.0678066888461655,0.7929838077044459,1,TRAIN,label_noise
0.0036144735349542007,5.039345721903817,0,TRAIN,true_zero
-7.100095846432213,-3.1429513545355436,1,TRAIN,label_noise
1.537599147595853,-0.2160099977751082,1,TRAIN,true_one
-2.1592212310206444,1.4856809507613096,0,VALID,true_zero
-2.442576739098515,0.7395327639752122,0,VALID,true_zero
0.40647499645230156,-1.5065172020098665,1,TRAIN,true_one
2.396648059818557,-3.776724651042153,0,TRAIN,true_zero
-10.985859626076824,-3.434248146171784,0,TRAIN,true_zero
-0.8361632271939043,5.093366407921774,0,TRAIN,true_zero
-2.3351357591121267,-1.4239668884599177,1,TRAIN,label_noise
-2.22746218418383,1.1177976107848133,0,TRAIN,true_zero
-9.325820165322542,-3.393369175454105,0,TEST,
-2.642583313460175,0.4918240841496957,0,TRAIN,true_zero
-1.0540578900275492,1.9963257066391176,0,TRAIN,true_zero
-1.1315602303848808,-1.9228207201252463,0,TRAIN,true_zero
-2.2966976401002306,2.4000127159984808,0,VALID,true_zero
2.1719972169608077,-1.6635077451269193,1,TRAIN,true_one
-5.726667874359572,-1.018773377869679,0,TRAIN,true_zero
-2.736789583392749,0.481668149698669,0,TRAIN,true_zero
-1.2864110612131636,-1.8435142783146663,0,TRAIN,true_zero
-2.5339015473163435,-1.45287067321147,0,TRAIN,true_zero
-5.015013976633568,0.8834255548628356,1,TRAIN,true_one
-3.4436438233900306,0.5839086022251301,1,TRAIN,true_one
1.0453999423321514,-2.3673152251762137,0,TRAIN,label_noise
3.3114070809371543,-4.875370412236755,0,VALID,true_zero
-6.0780744767765365,-3.355458443357039,0,TRAIN,true_zero
-8.903981833354237,-3.853912301507981,0,VALID,true_zero
-1.8303792436427362,-1.7480797396546761,0,VALID,true_zero
1.0606184439097774,3.3097208665547724,1,TRAIN,true_one
-3.677921987198094,3.911683868889075,1,TRAIN,true_one
3.972924255245622,-3.8170203572724715,0,VALID,true_zero
-2.448039222527683,-4.0111422668058765,1,TEST,
-2.551341446249835,-1.4815518514138661,0,VALID,true_zero
1.814850085298239,-1.8747404448745633,1,TRAIN,true_one
2.959052511289771,-3.8468663324696446,1,TRAIN,true_one
2.8958741712876623,-4.1115990614978095,1,TEST,
-9.957368792391852,-3.282704918827303,0,TRAIN,true_zero
3.1104129204183675,-4.042809073872595,1,TRAIN,true_one
-1.5584248458710666,-1.747588926674184,0,TRAIN,true_zero
-0.6665276117893979,-2.009967339817494,1,TRAIN,label_noise
0.5894665470830037,-0.08779182640999483,1,TRAIN,true_one
-1.7308625830164963,1.7176975346991894,1,TRAIN,label_noise
-1.7329133588425247,1.4916646929843909,0,TRAIN,true_zero
-1.5977200452018754,2.5126827976566335,0,TEST,
-5.7699872408790975,2.6566110629751973,0,TRAIN,true_zero
-2.5884425331079437,-1.5259112543917177,0,TRAIN,true_zero
-9.8354909389348,0.6356068912607684,1,TRAIN,true_one
-4.734069632994754,2.0704448874075116,0,VALID,true_zero
-0.8012874161287846,2.929223937714852,0,TEST,
2.6960936357063843,-5.289627408298316,0,TRAIN,true_zero
-10.899626384423872,-3.60061985174562,0,TEST,
-3.619701212299642,-3.3370393939206195,0,TRAIN,label_noise
-0.7988944423963689,2.807417807652879,0,TRAIN,true_zero
-1.5370322124792815,-1.6597791298383917,0,TRAIN,true_zero
-1.5266787020744648,0.9968013797614041,1,TRAIN,label_noise
-2.0731233620735185,-1.5082157001408116,1,TRAIN,label_noise
-6.3266304322173275,1.9434710439385514,0,TRAIN,true_zero
-4.403981833354238,1.1460876984920192,0,TRAIN,true_zero
-1.143394813235031,1.7545764753036412,0,TRAIN,true_zero
-8.185408952930919,-3.787141884507809,1,TRAIN,label_noise
-8.639265178992114,3.427557516523735,0,TEST,
-2.883990237453892,-1.3274431892645135,0,TRAIN,true_zero
-3.050948575900564,-0.07142262080746664,0,TRAIN,true_zero
-6.280813661966839,3.5140633644981807,0,TEST,
-2.693563462119383,0.8478219656710909,0,TRAIN,true_zero
-3.3781992859332695,-1.1670803219368378,0,TRAIN,true_zero
2.9972187984698726,-4.377103613137321,1,TRAIN,true_one
-6.414615112010866,0.3855109587190977,0,TRAIN,true_zero
4.4545964231549435,-1.432968846186063,1,TRAIN,true_one
-0.6361739877961039,-2.007854903448538,0,TRAIN,true_zero
-2.431909263777607,0.2724612487140632,0,TRAIN,true_zero
-9.76614894750723,-3.564310626520119,1,TRAIN,true_one
-1.8963365443137117,1.1215617542489613,0,TEST,
-8.007723549858657,3.7776426749964367,1,TRAIN,label_noise
0.4599970617226028,-1.6804173368420583,1,TEST,
-2.964167328794584,-1.3180383418044694,0,TEST,
-1.5557733540239278,2.873867395185911,0,VALID,true_zero
-1.0961304615362422,-1.9156607623593198,0,TRAIN,true_zero
-0.49673221105185905,-2.041841295395196,0,TRAIN,true_zero
-8.989004189570789,5.216942807818792,0,TRAIN,true_zero
-2.2497064386091488,1.02303578979733,0,TRAIN,true_zero
2.3366483470014137,-4.992600222307135,0,TEST,
-1.8145899129847225,1.2807659120868395,1,TRAIN,label_noise
-2.401928203562781,0.9266753863494656,0,TRAIN,true_zero
-1.8477110738623606,1.7884457303089245,0,TRAIN,true_zero
1.0140543594194713,1.7283784736298244,0,TRAIN,label_noise
-1.9450431583437542,1.5736887604015657,0,TRAIN,true_zero
-2.0125509205765155,0.715295850727298,0,TRAIN,true_zero
-1.728543602663601,1.5942597211544351,0,TRAIN,true_zero
3.021118614598124,-4.1406799350844015,1,TRAIN,true_one
-3.6007002094868303,-1.2004707055431802,0,TRAIN,true_zero
-1.6190040472220415,-1.715805399778123,0,TEST,
2.319032265461871,-3.1989758126735426,0,TRAIN,true_zero
-1.134670008667474,-1.7838258725461686,0,TRAIN,true_zero
-8.180202558055779,1.8141339472218945,1,TRAIN,true_one
-11.120233617979693,-3.5411389087612637,0,TRAIN,true_zero
2.9674868232619884,-1.743377755326792,1,TRAIN,true_one
-1.3788520578139887,-1.7981405162652808,0,TRAIN,true_zero
1.3019062737385485,-1.6337118119368024,0,TRAIN,label_noise
-1.2364622640387988,-1.842957422570876,0,TRAIN,true_zero
-0.40313745422918656,3.2183175665642763,0,TRAIN,true_zero
-2.7464775558017767,-1.4214657256197252,1,TRAIN,label_noise
0.3595988826113383,-1.6934177484780428,1,TRAIN,true_one
-1.7924704780525034,-1.6409192458036619,1,TRAIN,label_noise
-2.616209048061445,-1.3371312967656686,1,TRAIN,label_noise
2.0850747565305463,-1.7643134036102293,1,VALID,true_one
-0.9230499350506284,2.3223525403977825,0,TRAIN,true_zero
-2.146834039516074,-1.624865095371482,1,TRAIN,label_noise
3.6018227630075232,-3.814325395305784,1,TRAIN,true_one
-2.8260893343942524,1.4713896345052042,0,VALID,true_zero
-1.2326129666966605,2.00344664005832,0,TRAIN,true_zero
-5.516443836524154,1.53147007871923,0,TRAIN,true_zero
3.358802208720492,-1.7345047211200815,0,TRAIN,label_noise
-0.7713556129964997,-1.9903584412558952,0,TRAIN,true_zero
2.1177589922787288,-1.6526767961292883,1,TRAIN,true_one
-1.642333603625548,-1.768851859674665,1,TRAIN,label_noise
-9.329967583347676,-3.550339215889257,0,TEST,
1.7843613742636213,-1.8902214108230617,1,VALID,true_one
-7.7127829209783405,2.9748270799162793,0,TRAIN,true_zero
0.47823299305909966,5.263903222637314,0,TRAIN,true_zero
-2.7687422147624483,3.965605082387671,1,TRAIN,true_one
-0.6999111970055869,1.6795634352521998,0,TRAIN,true_zero
1.8894311113767404,1.0837742033928688,1,TRAIN,true_one
1.5859795417166105,4.4454273706455405,0,TRAIN,true_zero
-0.9497768368026108,-1.94534090508494,0,TEST,
-1.745836626005963,-1.76373543830496,0,TRAIN,true_zero
2.8207318343413315,-3.994955208968397,1,TRAIN,true_one
-4.995278503005074,1.9482731021802149,0,TRAIN,true_zero
2.158660798474114,-1.8417837410851523,1,VALID,true_one
-1.767979478927384,1.500921558187621,0,TRAIN,true_zero
-1.860109246782458,-1.6982722465747404,0,TRAIN,true_zero
-2.20668212237562,-1.6043273092473442,0,VALID,true_zero
-0.5063475121700363,-2.059776703131592,0,TEST,
-0.8235621750200064,5.10063192630037,0,TRAIN,true_zero
-1.6504304193920873,1.4094621378055197,0,TRAIN,true_zero
-1.176940571755675,-1.8468403405157248,0,TEST,
3.164173614722428,-4.068943006648433,1,TRAIN,true_one
-1.7751571870533747,-1.6599054330159848,0,VALID,true_zero
-10.680567821701976,-3.0539266733771457,0,TEST,
-4.358718249231602,1.2735249911155777,0,VALID,true_zero
-6.339364392550548,1.6892333074093955,0,TRAIN,true_zero
-2.5867601954472264,0.7263496092625777,0,TRAIN,true_zero
2.5646979467705986,-4.034301776969523,1,TRAIN,true_one
-1.247911144418242,-1.7811022353316748,1,TRAIN,label_noise
2.052720034580175,0.6403000040997942,1,TRAIN,true_one
2.966216878873392,-1.5184955749947657,0,TRAIN,label_noise
-3.19012420646397,-1.1117946631753985,0,TRAIN,true_zero
-4.6960090781576875,2.2893117484470586,0,TEST,
-2.7150297657248643,1.6516598504398612,1,TRAIN,label_noise
-0.6851885769970589,1.9776385152217992,0,TRAIN,true_zero
-2.465698779073365,0.9073765027850929,1,TRAIN,label_noise
-1.7720896993050608,1.873350966051485,0,TRAIN,true_zero
-2.1029554258980747,-1.5252786244954393,1,TRAIN,label_noise
-5.582892062317308,1.4175830292032199,0,TRAIN,true_zero
-1.7776838561928427,1.2686340541078411,1,TRAIN,label_noise
-2.4527436382468557,0.7266922465658866,0,TRAIN,true_zero
-0.22510082707874535,-2.122076915183783,0,TEST,
-9.379379940646247,-1.0120473249768265,1,TRAIN,true_one
-1.0582600353930105,2.313559258980334,0,VALID,true_zero
-2.7320538005784707,1.1601225527648615,0,TEST,
-0.856613209211257,2.7931682217620164,0,VALID,true_zero
-6.96348904675108,-1.5032315092284938,1,TRAIN,true_one
1.1626459144369141,-0.5933158794460132,0,TRAIN,true_zero
-6.575405487163492,2.906182966024086,0,TEST,
-0.6618662171158627,2.081814420825465,0,TRAIN,true_zero
-0.8293184328752303,2.139258681828102,0,TRAIN,true_zero
-1.471394268949454,0.28055909704055826,0,TRAIN,true_zero
-4.671856815077879,3.184452431314298,0,TRAIN,label_noise
-3.559581114589168,-1.1550470776330113,0,TRAIN,true_zero
-5.7970824523053075,-1.6273538737114321,0,TEST,
-1.5801448933059483,1.8713861566804564,1,TRAIN,label_noise
1.0824473304071704,-2.424223015148087,0,TRAIN,true_zero
-9.73388062755248,-3.040089194889,0,TRAIN,true_zero
3.7077569712615097,-5.329559674842442,0,TEST,
-6.460982866352559,-1.554338523833767,0,TRAIN,true_zero
-1.3014800699535467,1.631967766336977,0,VALID,true_zero
2.3601544172879967,-3.300842996360992,0,TRAIN,true_zero
-2.5137551469545674,-1.4375695804901516,0,TEST,
4.191655462544622,2.251845846524257,1,TRAIN,true_one
-10.108030052208997,-3.0769278654996635,0,TRAIN,true_zero
2.141289077405259,-1.8997121931887808,1,TRAIN,true_one
-1.0841973976441122,2.327619464051201,0,TRAIN,true_zero
-1.4362780388720193,-1.7992952648628113,0,TRAIN,true_zero
3.5405263403919087,-4.687678021722533,0,TRAIN,true_zero
0.042537460882027034,-1.6946257984387145,1,TRAIN,true_one
-1.1847797558256974,2.5831473529408715,0,VALID,true_zero
-2.316287705016137,-1.4750802878277671,0,TRAIN,true_zero
1.1094672985207044,-2.492694825927436,0,TRAIN,true_zero
-2.5032659931425956,0.7906102303651873,0,TRAIN,true_zero
-4.269449066967157,4.113872034113633,1,TRAIN,true_one
-1.1077237090781396,2.3332435113314136,0,TRAIN,true_zero
-11.07634943530866,-4.242883280785162,0,TRAIN,true_zero
-2.2115868311833204,-1.5915308984778287,1,TRAIN,label_noise
1.0872148558282149,0.5276569394034747,0,TRAIN,true_zero
1.3642667452868942,-1.7345365145398883,1,TEST,
-9.924969445806374,-2.847993159408494,0,TRAIN,true_zero
-2.1673431851329394,0.8731915251200164,0,TEST,
2.9974429466804566,-2.940668762720774,0,TRAIN,true_zero
-1.934359352927104,1.762994006317534,0,TRAIN,true_zero
-1.9797956271451476,1.8864445808317658,0,TRAIN,true_zero
-3.0274604677695107,-1.3501261906625073,1,TRAIN,label_noise
-0.6396523105102176,-1.9562265690090948,0,TRAIN,true_zero
-1.2872168659785366,2.386700356741528,1,TRAIN,label_noise
-1.515196893835328,1.7083880543933283,0,TRAIN,true_zero
-2.7149931199470867,0.5127695672754047,0,TRAIN,true_zero
-6.091395295169202,1.7083298530813948,0,TEST,
-2.2630794788001287,-1.5612928328438453,0,VALID,true_zero
-1.4603693488099976,1.5260501585934816,0,TRAIN,true_zero
-1.3312740130807073,2.252043101272431,1,TRAIN,label_noise
-9.260029568206514,-4.7468626713834094,1,TRAIN,true_one
-2.4283480293830704,0.9833842199224386,0,VALID,true_zero
-1.7339634032725875,2.0993259309664674,0,TRAIN,true_zero
-0.2848372211979753,-2.155080187854635,0,TRAIN,true_zero
-2.275208749971066,1.8553646373678434,1,TRAIN,label_noise
3.945656638224924,-1.5472254266339953,1,VALID,true_one
-5.703840811963728,2.050932665380024,1,TRAIN,label_noise
3.346634037805794,1.9205617440440552,1,TRAIN,true_one
-5.70533945481272,2.023836590570408,0,TRAIN,true_zero
-10.6311262804222,-3.188798676834615,0,TRAIN,true_zero
-6.258341053488053,0.8581146075891113,0,TRAIN,true_zero
-1.6772911356222266,0.8077983638319957,1,TRAIN,label_noise
-1.398929215113956,1.7384670771816566,0,VALID,true_zero
-1.530389161749362,2.176157774665572,0,TRAIN,true_zero
-2.9077776589049327,-1.2834759363122044,0,TRAIN,true_zero
-2.6653177427418773,-1.5234850444142478,0,TEST,
-0.49791967726448605,-4.958502934303585,1,TRAIN,true_one
-2.5876021493915373,-1.4360080691488366,0,TRAIN,true_zero
-10.805855176842366,-3.4386712679254074,0,TRAIN,true_zero
-1.4518700777271636,1.846949386993444,1,TRAIN,label_noise
3.351315344626281,-1.594689017393443,1,TRAIN,true_one
-0.3291382548934054,3.8973927262206294,1,TRAIN,label_noise
-10.921355152042013,-3.664986311829445,1,TRAIN,label_noise
-1.8105124285562784,-3.5367757301275575,1,TRAIN,true_one
-0.1343477296787313,5.250428415689296,1,TRAIN,label_noise
0.05229182409845213,4.442318198907047,0,TRAIN,true_zero
-5.789819526571755,2.061274920051596,0,TRAIN,true_zero
-1.3263932140743937,-1.720969177612561,0,TRAIN,true_zero
-0.984599643863309,-1.882659954959339,0,TRAIN,true_zero
2.787646850529758,-4.191625065247523,1,TRAIN,true_one
-2.8962776505435497,-1.352579846298073,1,TRAIN,label_noise
2.677727135906679,-1.7884056963058639,1,TEST,
-2.7334296680940398,1.2803761574777568,0,TRAIN,true_zero
1.839618363556102,2.1278843884756515,1,TRAIN,true_one
-0.9797952272228196,2.489715984875087,0,TRAIN,true_zero
-5.872506113449274,2.0707594079783425,0,TRAIN,true_zero
-3.8393967169101133,-1.0258584981730332,0,VALID,true_zero
-2.172703220675245,1.0748148651866853,0,TRAIN,true_zero
-1.373426469332592,2.1991382719973154,0,VALID,true_zero
-10.983512426670105,-3.2166874250443813,0,TRAIN,true_zero
1.2705080416404706,1.889643910693116,1,TEST,
-8.831980376610126,-0.5237389813041767,1,TRAIN,true_one
-2.9444040426119455,-1.446289488490843,1,TRAIN,label_noise
-3.6854089529309197,1.2128581154921911,1,TRAIN,label_noise
-4.158751026948352,1.6115255072495314,0,TRAIN,true_zero
-2.6492911623756132,1.2449526119465255,0,TRAIN,true_zero
-1.9641372903204368,-1.5665681958273374,0,TRAIN,true_zero
-10.147092996757113,-2.895012409693984,0,TRAIN,true_zero
-1.3517569462384502,-1.8301795780309598,0,TRAIN,true_zero
3.521896046545964,-3.0067189460236925,0,TRAIN,true_zero
-2.3720055324033296,2.860821905172772,0,TRAIN,true_zero
3.008134445225431,1.815874545333457,1,TEST,
-4.640627149891022,2.175904579764432,1,TRAIN,label_noise
1.8390303047828187,1.093459839065731,1,TRAIN,true_one
-2.2606830352734275,1.1469700588181815,0,TRAIN,true_zero
-9.286044102479007,-4.585515520861454,1,TRAIN,true_one
-10.837896981546768,-3.715350087565118,0,TRAIN,true_zero
-3.0626886891843634,-1.2990556703335783,0,TRAIN,true_zero
-1.3808923339425738,-1.8166763862357802,1,TRAIN,label_noise
-2.396727990337417,-1.4653424018508363,1,TRAIN,label_noise
-7.025503636504317,2.5799604673849106,0,TEST,
2.628091828313358,-0.5683585802285653,1,VALID,true_one
-4.643261039084906,1.0924844428774931,0,VALID,true_zero
-3.6111540193871123,-1.2028129120933888,1,TRAIN,label_noise
-1.0676032328117158,-1.9483041346165146,0,TRAIN,true_zero
0.28585659963396615,2.224825814037681,1,TRAIN,true_one
-1.5598504682456928,-1.7652747454105475,0,TRAIN,true_zero
-2.6786845091883245,-1.4615348446604282,0,TRAIN,true_zero
-1.50430996475854,2.074830984591064,1,TRAIN,label_noise
-1.7663846626855717,1.5128801104999052,0,VALID,true_zero
-1.7248585137821655,1.5591920728626985,0,VALID,true_zero
1.6560727964398623,-1.8392428214643888,1,TEST,
-0.5648907862917523,-1.950510948615413,0,TRAIN,true_zero
-1.3764790717243176,-1.86167278663157,0,TRAIN,true_zero
-1.651991794152391,1.1648770894034974,0,TRAIN,true_zero
1.0881978791904106,2.7800573790634955,1,VALID,true_one
-2.109008296529691,-1.6030453094423507,0,TRAIN,true_zero
0.9218153644135105,-1.7496298547427762,1,VALID,true_one
-0.05764813374297462,-2.230550894318878,0,TRAIN,true_zero
-9.3741662641473,-3.9758984558944004,1,TEST,
-2.5767069728043435,1.488266941305371,0,TRAIN,true_zero
2.105638696267386,-1.5219518557919307,1,TRAIN,true_one
-2.524497219898947,1.8179885106855296,0,TRAIN,true_zero
-2.056623927562169,-1.6052777292294307,1,TRAIN,label_noise
3.5548410040873364,-4.160109942755835,1,TRAIN,true_one
-3.3964961086948438,1.196369646311862,1,VALID,true_one
-1.2405113730395942,1.4644581040776086,1,TEST,
-8.742897334825967,-3.7172594650607484,0,TRAIN,true_zero
-1.7875014377565297,1.5602759583932837,0,TRAIN,true_zero
-4.8250273295740085,1.2152158779308935,1,TRAIN,label_noise
-2.12166502854787,1.132149543286678,1,TRAIN,label_noise
-1.4805592505280263,2.429273104877446,0,TRAIN,true_zero
-1.651604662817303,-5.24025934579001,1,TRAIN,true_one
-2.235653934912666,-1.591652440434096,1,TRAIN,label_noise
1.7695628495406082,1.769325226804628,0,TRAIN,label_noise
-1.5902289874465794,2.084436993553663,1,TRAIN,label_noise
1.9103091594465567,-1.8511375410009638,0,TRAIN,label_noise
-1.574460738609736,-1.7594141395523328,0,TRAIN,true_zero
-2.1882643492968317,-1.5716991061190648,0,TRAIN,true_zero
-2.224286777378926,-1.4881511413326283,0,TRAIN,true_zero
-0.750787819146164,-1.991137192359464,0,TRAIN,true_zero
-0.1298955563622468,-2.1713076235543833,1,TRAIN,label_noise
-1.707656804555454,-1.6640397794797104,0,TRAIN,true_zero
-2.4659048427532384,1.0275904060152088,0,TRAIN,true_zero
3.483678316905392,-1.519304592195224,1,TEST,
-0.4762353398491901,2.696298254818961,0,TEST,
-2.271867430265009,4.990457200577389,1,TRAIN,true_one
-2.015616114773268,1.8985409805221876,0,TRAIN,true_zero
-10.532285726855447,-3.156685246102689,0,TRAIN,true_zero
-1.1478637052300964,-1.837902223092464,0,TRAIN,true_zero
-1.0145099446047712,1.9374237958074092,0,TRAIN,true_zero
-1.650875993044182,1.8082835969770445,1,TRAIN,label_noise
-3.203649772932569,-5.351825268947545,1,TRAIN,true_one
-2.053792614908164,-1.7070158326644322,0,TRAIN,true_zero
-2.5799976740537556,-1.32651955772524,0,TRAIN,true_zero
-2.396482469329201,1.5340835252286626,0,TRAIN,true_zero
0.023233725436546893,-2.1054986165489966,1,TRAIN,label_noise
-1.9767341728062902,0.7920411720079163,0,TRAIN,true_zero
-2.518773339330216,-1.4857449779483305,0,VALID,true_zero
-3.3347282137378285,2.02753627690485,1,TRAIN,true_one
-1.5515446182418349,-1.6618011154834043,0,TEST,
-1.872622558351891,1.9284511900494945,0,TRAIN,true_zero
-7.5786687315010255,0.6907303247456066,1,TRAIN,true_one
-1.4226528364371305,1.391402632543177,1,TRAIN,label_noise
-1.9834122023426046,-1.7407073567696099,0,TEST,
2.5892341131499794,-1.602556134069049,0,TRAIN,label_noise
-2.752915635020851,-4.108029433754279,1,TRAIN,true_one
-0.9035288204089996,-1.9606452181933405,0,TRAIN,true_zero
-0.7681394180721428,2.447903024588798,0,TRAIN,true_zero
-1.8280223710976693,2.463657520641452,1,TRAIN,label_noise
-1.5754234247648187,-1.707615619750766,0,VALID,true_zero
-8.83625535943554,-3.501011286847445,1,TRAIN,label_noise
-5.074307063138261,1.030440932354061,0,TRAIN,true_zero
-4.512091040474043,2.7723132850616237,1,TRAIN,true_one
-2.844339062974502,-1.4280473400903604,0,VALID,true_zero
1.162574999993708,5.225041170243631,0,TRAIN,true_zero
1.980162944113008,2.436922223684159,1,TRAIN,true_one
-0.7527789119580928,-1.8401516727674863,1,TRAIN,label_noise
-1.1243275137538333,2.6105031142274178,1,TRAIN,label_noise
-5.160326726598575,1.625472057417813,0,TEST,
-2.9115974314949202,-1.2879072482881733,1,TRAIN,label_noise
-0.31392554867718614,-2.0380286173164603,1,TRAIN,label_noise
0.440516489620677,0.5876813082662347,0,TRAIN,label_noise
1.2571165044691321,-1.6037149503592458,0,TRAIN,label_noise
-1.4562766506688303,1.704912683842394,0,TEST,
2.7041446124740247,-1.4951654992681553,1,TRAIN,true_one
2.8268028824160467,0.9652651464576364,1,TRAIN,true_one
-1.486688763369173,2.8011934581185107,0,TRAIN,true_zero
0.9877187340095844,-1.8251435341636641,1,VALID,true_one
-2.1158506956225325,1.256737549833738,1,TRAIN,label_noise
-1.755976396872639,-1.7341066544138048,0,TRAIN,true_zero
3.0725249819931593,-1.7319585125106138,1,VALID,true_one
-0.7137349807573101,-1.9355105698507717,0,TRAIN,true_zero
-8.41134393190174,-3.586825721604141,1,TRAIN,true_one
0.9638882045007864,-1.7339790963853174,1,TRAIN,true_one
-2.1574052763107954,1.2894390680703438,0,TRAIN,true_zero
-5.94539098155656,1.797838422628962,0,TRAIN,true_zero
-2.3849614405105335,1.1703477114836536,0,TRAIN,true_zero
-2.226206476847099,1.406774219313349,0,TRAIN,true_zero
-9.590515901027231,-2.827016378124374,0,VALID,true_zero
-0.5896159220410222,2.9063471426960006,0,TRAIN,true_zero
-9.251658636639483,-0.09309787237472451,1,TRAIN,true_one
-2.81606202345416,1.3606648360806117,1,TRAIN,label_noise
2.542089065337364,-3.245363700001946,0,TRAIN,true_zero
-2.9978466572319418,-1.280084290272015,0,VALID,true_zero
-2.1270082431103785,1.3224208893063936,0,TEST,
-4.04646679279848,1.2523640366482103,0,TRAIN,true_zero
0.016781800125643453,-2.20913545570728,0,TRAIN,true_zero
-10.359080146567434,-3.921302048774991,0,TRAIN,true_zero
-2.0536493629217594,1.8442891060110584,0,TRAIN,true_zero
-1.7754045240346146,-1.7948366270181146,0,TRAIN,true_zero
-1.7150593618490313,1.5707595619798873,0,TRAIN,true_zero
-2.2023761640761244,-1.655670276426127,0,TRAIN,true_zero
-0.9313340910666326,2.350188875656864,0,TRAIN,true_zero
-9.951075402336812,-3.0605265290925336,0,TEST,
2.887820063352717,-4.432638410833607,0,TRAIN,label_noise
-3.941936486741847,0.8190216226083769,1,TRAIN,true_one
0.2971711298218296,1.557044693449617,1,TEST,
-2.1885822381460684,0.5643610913170001,0,TRAIN,true_zero
-2.1343552902573486,1.7442377089778025,0,TEST,
